date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:26:23	6364/6364	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:56:00%20GMT	https://www.diveinmedia.in/hello.net.au	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/hello.net.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:26:43	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:56:20%20GMT	https://www.diveinmedia.in/hotmail.com.au	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/hotmail.com.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:26:43	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:56:20%20GMT	https://www.diveinmedia.in/hotmail.com.tr	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/hotmail.com-2.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:26:44	6364/6364	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:56:20%20GMT	https://www.diveinmedia.in/op.pl	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/op.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:26:46	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:56:23%20GMT	https://www.diveinmedia.in/opoczta.pl	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/opoczta.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:27:05	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:56:42%20GMT	https://www.diveinmedia.in/optusnet.com.au	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/optusnet.com.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:27:06	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:56:43%20GMT	https://www.diveinmedia.in/outlook.com.tr	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/outlook.com-2.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:27:06	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:56:43%20GMT	https://www.diveinmedia.in/outlook.com.au	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/outlook.com.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:27:08	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:56:45%20GMT	https://www.diveinmedia.in/wp.pl	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/wp.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:27:28	6364/6364	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:57:04%20GMT	https://www.diveinmedia.in/yahoo.com.au	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/yahoo.com.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:27:28	6364/6364	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:57:05%20GMT	https://www.diveinmedia.in/yahoo.com.tr	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/yahoo.com-2.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:27:28	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:57:05%20GMT	https://www.diveinmedia.in/yahoo.pl	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/yahoo.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:27:28	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:57:07%20GMT	https://www.diveinmedia.in/yandex.pl	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/yandex.html	(from https://www.diveinmedia.in/contact-as-a-brand)
00:27:29	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2030%20May%202025%2018:57:26%20GMT	https://www.diveinmedia.in/yourlifesucks.cu.cc	C:/Users/Aakarist/Downloads/kianna/www.diveinmedia.in/yourlifesucks.cu.html	(from https://www.diveinmedia.in/contact-as-a-brand)
